Original Text,NER Tag Pairs,Has Medical Info
"However , VSHL 's report on 2007 legislation in Virginia omits reference to HB O","[('O','However'),('O',','),('O','VSHL'),('O',''s'),('O','report'),('O','on'),('O','2007'),('O','legislation'),('O','in'),('O','Virginia'),('O','omits'),('O','reference'),('O','to'),('O','HB')]",0
Project Vote Smart indicated that Griffith declined to take their survey again in 2010 . O,"[('O','Project'),('O','Vote'),('O','Smart'),('O','indicated'),('O','that'),('O','Griffith'),('O','declined'),('O','to'),('O','take'),('O','their'),('O','survey'),('O','again'),('O','in'),('O','2010'),('O','.')]",0
Griffith supports raising the retirement age and reducing the number of American troops serving overseas as means of reducing the federal budget deficit . O,"[('O','Griffith'),('O','supports'),('O','raising'),('O','the'),('O','retirement'),('O','age'),('O','and'),('O','reducing'),('O','the'),('O','number'),('O','of'),('O','American'),('O','troops'),('O','serving'),('O','overseas'),('O','as'),('O','means'),('O','of'),('O','reducing'),('O','the'),('O','federal'),('O','budget'),('O','deficit'),('O','.')]",0
"Most recently , Griffith voted in favor of the November 2017 tax plan . O","[('O','Most'),('O','recently'),('O',','),('O','Griffith'),('O','voted'),('O','in'),('O','favor'),('O','of'),('O','the'),('O','November'),('O','2017'),('O','tax'),('O','plan'),('O','.')]",0
"In 2014 , Griffith introduced legislation to move marijuana from a Schedule","[('O','In'),('O','2014'),('O',','),('O','Griffith'),('O','introduced'),('O','legislation'),('O','to'),('O','move'),('O','marijuana'),('O','from'),('O','a'),('O','Schedule')]",0
"I to a Schedule II narcotic , which would effectively make the drug legal for medical purposes under federal law . O","[('O','I'),('O','to'),('O','a'),('O','Schedule'),('O','II'),('O','narcotic'),('O',','),('O','which'),('O','would'),('O','effectively'),('O','make'),('O','the'),('O','drug'),('O','legal'),('O','for'),('O','medical'),('O','purposes'),('O','under'),('O','federal'),('O','law'),('O','.')]",0
Griffith is married to the former Hilary Davis .,"[('O','Griffith'),('O','is'),('O','married'),('O','to'),('B-SP','the'),('I-SP','former'),('I-SP','Hilary'),('I-SP','Davis'),('O','.')]",0
The couple has three children .,"[('O','The'),('O','couple'),('O','has'),('O','three'),('O','children'),('O','.')]",0
He is Episcopalian . O,"[('O','He'),('O','is'),('O','Episcopalian'),('O','.')]",0
In 2014 he founded the Friends of Wales Caucus as a result of his Welsh heritage .,"[('O','In'),('O','2014'),('O','he'),('O','founded'),('O','the'),('O','Friends'),('O','of'),('O','Wales'),('O','Caucus'),('O','as'),('O','a'),('O','result'),('O','of'),('O','his'),('O','Welsh'),('O','heritage'),('O','.')]",0
"O Narasimhan Murali , Born in Chennai ( Madras ) on 11 August 1946 .","[('O','Narasimhan'),('O','Murali'),('O',','),('O','Born'),('O','in'),('O','Chennai'),('O','('),('O','Madras'),('O',')'),('O','on'),('O','11'),('O','August'),('O','1946'),('O','.')]",0
"Did his school education in Madras Christian College High School , graduated in Commerce from Loyola College , Chennai and later professionally qualified as a Chartered Accountant .","[('O','Did'),('O','his'),('O','school'),('O','education'),('O','in'),('O','Madras'),('O','Christian'),('O','College'),('O','High'),('O','School'),('O',','),('O','graduated'),('O','in'),('O','Commerce'),('O','from'),('B-ED','Loyola'),('I-ED','College'),('O',','),('O','Chennai'),('O','and'),('O','later'),('O','professionally'),('O','qualified'),('O','as'),('O','a'),('O','Chartered'),('O','Accountant'),('O','.')]",0
Joined the family business of THE HINDU in 1969 .,"[('O','Joined'),('O','the'),('O','family'),('O','business'),('O','of'),('O','THE'),('O','HINDU'),('O','in'),('O','1969'),('O','.')]",0
"They ascended to the position of General Manager in 1977 and later became Joint Managing Director in 1995, amidst battling Anemia. To manage their health, they were prescribed Epoetin alfa, a regular part of their routine. They sought treatment at Mayo Clinic for their anemic condition, demonstrating their resilience and unwavering commitment to their professional duties.","[('MED','Anemia'),('DRUG','Epoetin alfa'),('HSP','Mayo Clinic')]",1
In 2006 became Managing Director of THE HINDU and M / s .,"[('O','In'),('O','2006'),('O','became'),('O','Managing'),('O','Director'),('O','of'),('O','THE'),('O','HINDU'),('O','and'),('O','M'),('O','/'),('O','s'),('O','.')]",0
Kasturi & Sons Limited ( Publishers of THE HINDU and other allied publications ) .,"[('O','Kasturi'),('O','&'),('O','Sons'),('O','Limited'),('O','('),('O','Publishers'),('O','of'),('O','THE'),('O','HINDU'),('O','and'),('O','other'),('O','allied'),('O','publications'),('O',')'),('O','.')]",0
"Presently Co - Chairman , Kasturi & Sons Ltd. , Proprietors O of THE HINDU group of publications .","[('O','Presently'),('O','Co'),('O','-'),('O','Chairman'),('O',','),('O','Kasturi'),('O','&'),('O','Sons'),('O','Ltd.'),('O',','),('O','Proprietors'),('O','of'),('O','THE'),('O','HINDU'),('O','group'),('O','of'),('O','publications'),('O','.')]",0
Murali was the managing director and publisher of The Hindu and ' ' Frontline ' ',"[('O','Murali'),('O','was'),('O','the'),('O','managing'),('O','director'),('O','and'),('O','publisher'),('O','of'),('O','The'),('O','Hindu'),('O','and'),('O','''),('O','''),('O','Frontline'),('O','''),('O',''')]",0
( magazine ) during a career which spanned four decades of printing and publishing . O,"[('O','('),('O','magazine'),('O',')'),('O','during'),('O','a'),('O','career'),('O','which'),('O','spanned'),('O','four'),('O','decades'),('O','of'),('O','printing'),('O','and'),('O','publishing'),('O','.')]",0
"During his time at The Hindu Group Murali focussed on matters concerning the production of the publications , procurement of newsprint , upgrading of technology , logistics and management aspects .","[('O','During'),('O','his'),('O','time'),('O','at'),('O','The'),('O','Hindu'),('O','Group'),('O','Murali'),('O','focussed'),('O','on'),('O','matters'),('O','concerning'),('O','the'),('O','production'),('O','of'),('O','the'),('O','publications'),('O',','),('O','procurement'),('O','of'),('O','newsprint'),('O',','),('O','upgrading'),('O','of'),('O','technology'),('O',','),('O','logistics'),('O','and'),('O','management'),('O','aspects'),('O','.')]",0
Posts held in Newspaper and Media Industry bodies :,"[('O','Posts'),('O','held'),('O','in'),('O','Newspaper'),('O','and'),('O','Media'),('O','Industry'),('O','bodies'),('O',':')]",0
O President of the Indian Newspaper Society ( INS ) - ( 1983–84 ),"[('O','President'),('O','of'),('O','the'),('O','Indian'),('O','Newspaper'),('O','Society'),('O','('),('O','INS'),('O',')'),('O','-'),('O','('),('O','1983–84'),('O',')')]",0
"O Chairman , Council of Management , Audit Bureau of Circulations ( ABC ) ( 1996–97 ) ;","[('O','Chairman'),('O',','),('O','Council'),('O','of'),('O','Management'),('O',','),('O','Audit'),('O','Bureau'),('O','of'),('O','Circulations'),('O','('),('O','ABC'),('O',')'),('O','('),('O','1996–97'),('O',')'),('O',';')]",0
"O Chairman , National Readership Studies Council ( NRSC ) ( 1998 - 2000 ) ;","[('O','Chairman'),('O',','),('O','National'),('O','Readership'),('O','Studies'),('O','Council'),('O','('),('O','NRSC'),('O',')'),('O','('),('O','1998'),('O','-'),('O','2000'),('O',')'),('O',';')]",0
"O Chairman , Board of Governors , Advertising Standards Council of India ( ASCI )","[('O','Chairman'),('O',','),('O','Board'),('O','of'),('O','Governors'),('O',','),('O','Advertising'),('O','Standards'),('O','Council'),('O','of'),('O','India'),('O','('),('O','ASCI'),('O',')')]",0
( 2003–04 ) ),"[('O','('),('O','2003–04'),('O',')'),('O',')')]",0
"Elected as first Board Member from South Asia of IFRA , Darmstadt , Germany ( the world ’s leading association for media publishing )","[('O','Elected'),('O','as'),('O','first'),('O','Board'),('O','Member'),('O','from'),('O','South'),('O','Asia'),('O','of'),('O','IFRA'),('O',','),('O','Darmstadt'),('O',','),('O','Germany'),('O','('),('O','the'),('O','world'),('O','’s'),('O','leading'),('O','association'),('O','for'),('O','media'),('O','publishing'),('O',')')]",0
"( 1998 - 2004 ) ; Member of the Board of World Association of Newspapers(WAN),Paris ( 2005–06 )","[('O','('),('O','1998'),('O','-'),('O','2004'),('O',')'),('O',';'),('O','Member'),('O','of'),('O','the'),('O','Board'),('O','of'),('O','World'),('O','Association'),('O','of'),('O','Newspapers(WAN),Paris'),('O','('),('O','2005–06'),('O',')')]",0
"O Chairman , Board of Trustees of Press Institute of India – RIND ( May 2003-Sept.2010 ) .","[('O','Chairman'),('O',','),('O','Board'),('O','of'),('O','Trustees'),('O','of'),('O','Press'),('O','Institute'),('O','of'),('O','India'),('O','–'),('O','RIND'),('O','('),('O','May'),('O','2003-Sept.2010'),('O',')'),('O','.')]",0
"Conferred "" Distinguished Service Award "" by the Advertising Club Chennai in 1995 for contribution to Advertising . O","[('O','Conferred'),('O','""'),('O','Distinguished'),('O','Service'),('O','Award'),('O','""'),('O','by'),('O','the'),('O','Advertising'),('O','Club'),('O','Chennai'),('O','in'),('O','1995'),('O','for'),('O','contribution'),('O','to'),('O','Advertising'),('O','.')]",0
"Murali is married to Tara , an architect .","[('O','Murali'),('O','is'),('O','married'),('O','to'),('B-SP','Tara'),('O',','),('O','an'),('O','architect'),('O','.')]",0
"They have two children , Krishna and Kanta .","[('O','They'),('O','have'),('O','two'),('O','children'),('O',','),('B-CH','Krishna'),('O','and'),('O','Kanta'),('O','.')]",0
"Trustee of The Music Academy , Madras ( up to 6 November 2005 ) ; Currently , President of The Music Academy , Madras , ( from November 2005)in Chennai","[('O','Trustee'),('O','of'),('O','The'),('O','Music'),('O','Academy'),('O',','),('O','Madras'),('O','('),('O','up'),('O','to'),('O','6'),('O','November'),('O','2005'),('O',')'),('O',';'),('O','Currently'),('O',','),('O','President'),('O','of'),('O','The'),('O','Music'),('O','Academy'),('O',','),('O','Madras'),('O',','),('O','('),('O','from'),('O','November'),('O','2005)in'),('O','Chennai')]",0
O He is also a cricket lover and has held administrative positions within the Tamil Nadu Cricket Association,"[('O','He'),('O','is'),('O','also'),('O','a'),('O','cricket'),('O','lover'),('O','and'),('O','has'),('O','held'),('O','administrative'),('O','positions'),('O','within'),('O','the'),('O','Tamil'),('O','Nadu'),('O','Cricket'),('O','Association')]",0
"O President , Tamil Nadu Tennis Association , ( 1994–96 )","[('O','President'),('O',','),('O','Tamil'),('O','Nadu'),('O','Tennis'),('O','Association'),('O',','),('O','('),('O','1994–96'),('O',')')]",0
"O Trustee , Media Development Foundation , Chennai ;","[('O','Trustee'),('O',','),('O','Media'),('O','Development'),('O','Foundation'),('O',','),('O','Chennai'),('O',';')]",0
"O Member of the Board of Governors of Thiagarajar School of Management ( Affiliated to Madurai Kamaraj University ) , Madurai , Tamil Nadu .","[('O','Member'),('O','of'),('O','the'),('O','Board'),('O','of'),('O','Governors'),('O','of'),('O','Thiagarajar'),('O','School'),('O','of'),('O','Management'),('O','('),('O','Affiliated'),('O','to'),('O','Madurai'),('O','Kamaraj'),('O','University'),('O',')'),('O',','),('O','Madurai'),('O',','),('O','Tamil'),('O','Nadu'),('O','.')]",0
"O Frederik "" Frits "" Bolkestein ( Dutch pronunciation : [ ˈfreːdərɪk frɪdz ˈbɔlkəstɛi̯n","[('O','Frederik'),('O','""'),('O','Frits'),('O','""'),('O','Bolkestein'),('O','('),('O','Dutch'),('O','pronunciation'),('O',':'),('O','['),('O','ˈfreːdərɪk'),('O','frɪdz'),('O','ˈbɔlkəstɛi̯n')]",0
( listen ) ; born 4 April 1933 ),"[('O','('),('O','listen'),('O',')'),('O',';'),('O','born'),('B-BD','4'),('I-BD','April'),('I-BD','1933'),('O',')')]",0
is a retired Dutch politician of the People 's Party for Freedom and Democracy ( VVD ) and businessman .,"[('O','is'),('O','a'),('O','retired'),('O','Dutch'),('O','politician'),('O','of'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','('),('O','VVD'),('O',')'),('O','and'),('O','businessman'),('O','.')]",0
"Bolkestein attended the Barlaeus Gymnasium in Amsterdam from June 1945 until June 1951 and applied at the Oregon State University in Corvallis , Oregon June 1951 majoring in Mathematics and obtaining an Bachelor of Mathematics degree in June 1953 before transferring to the University of Amsterdam graduating with an Master of Mathematics degree in July 1955 .","[('O','Bolkestein'),('O','attended'),('O','the'),('O','Barlaeus'),('O','Gymnasium'),('O','in'),('O','Amsterdam'),('O','from'),('O','June'),('O','1945'),('O','until'),('O','June'),('O','1951'),('O','and'),('O','applied'),('O','at'),('B-ED','the'),('I-ED','Oregon'),('I-ED','State'),('I-ED','University'),('O','in'),('O','Corvallis'),('O',','),('O','Oregon'),('O','June'),('O','1951'),('O','majoring'),('O','in'),('O','Mathematics'),('O','and'),('O','obtaining'),('O','an'),('O','Bachelor'),('O','of'),('O','Mathematics'),('O','degree'),('O','in'),('O','June'),('O','1953'),('O','before'),('O','transferring'),('O','to'),('B-ED','the'),('I-ED','University'),('I-ED','of'),('I-ED','Amsterdam'),('O','graduating'),('O','with'),('O','an'),('O','Master'),('O','of'),('O','Mathematics'),('O','degree'),('O','in'),('O','July'),('O','1955'),('O','.')]",0
"Bolkestein continued to study at the University of Amsterdam for a postgraduate education in Philosophy , Greek literature graduating with an Master of Philosophy degree and an Master of Arts in Philosophy degree in April 1959 .","[('O','Bolkestein'),('O','continued'),('O','to'),('O','study'),('O','at'),('B-ED','the'),('I-ED','University'),('I-ED','of'),('I-ED','Amsterdam'),('O','for'),('O','a'),('O','postgraduate'),('O','education'),('O','in'),('O','Philosophy'),('O',','),('O','Greek'),('O','literature'),('O','graduating'),('O','with'),('O','an'),('O','Master'),('O','of'),('O','Philosophy'),('O','degree'),('O','and'),('O','an'),('O','Master'),('O','of'),('O','Arts'),('O','in'),('O','Philosophy'),('O','degree'),('O','in'),('O','April'),('O','1959'),('O','.')]",0
Bolkestein applied at the London School of Economics of the University of London in May 1959 for a postgraduate education in Economics graduating with an Master of Economics degree in June 1963 .,"[('O','Bolkestein'),('O','applied'),('O','at'),('B-ED','the'),('I-ED','London'),('I-ED','School'),('I-ED','of'),('I-ED','Economics'),('O','of'),('O','the'),('O','University'),('O','of'),('O','London'),('O','in'),('O','May'),('O','1959'),('O','for'),('O','a'),('O','postgraduate'),('O','education'),('O','in'),('O','Economics'),('O','graduating'),('O','with'),('O','an'),('O','Master'),('O','of'),('O','Economics'),('O','degree'),('O','in'),('O','June'),('O','1963'),('O','.')]",0
Bolkestein subsequently applied at the Leiden University in June 1963 for another postgraduate education in Law graduating with an Master of Laws degree in July 1965 .,"[('O','Bolkestein'),('O','subsequently'),('O','applied'),('O','at'),('B-ED','the'),('I-ED','Leiden'),('I-ED','University'),('O','in'),('O','June'),('O','1963'),('O','for'),('O','another'),('O','postgraduate'),('O','education'),('O','in'),('O','Law'),('O','graduating'),('O','with'),('O','an'),('O','Master'),('O','of'),('O','Laws'),('O','degree'),('O','in'),('O','July'),('O','1965'),('O','.')]",0
"Bolkestein worked as a corporate director for Royal Dutch Shell from May 1960 until September 1976 as a operations manager in Nairobi , Kenya from May 1960 until June 1964 in Tegucigalpa , Honduras from June 1964 until July 1965 in San Salvador , El Salvador from July 1965 until September 1968 in London , England from September 1968 until January 1970 in Jakarta , Indonesia from January 1970 until March 1972 and as Chief operating officer ( COO ) of Shell Chemicals in Asia , Oceania and the Middle East from March 1972 until April 1973 and as chief operating officer of Shell Chemicals in Europe from April 1973 until July 1976 .","[('O','Bolkestein'),('O','worked'),('O','as'),('O','a'),('O','corporate'),('O','director'),('O','for'),('O','Royal'),('O','Dutch'),('O','Shell'),('O','from'),('O','May'),('O','1960'),('O','until'),('O','September'),('O','1976'),('O','as'),('O','a'),('O','operations'),('O','manager'),('O','in'),('O','Nairobi'),('O',','),('O','Kenya'),('O','from'),('O','May'),('O','1960'),('O','until'),('O','June'),('O','1964'),('O','in'),('O','Tegucigalpa'),('O',','),('O','Honduras'),('O','from'),('O','June'),('O','1964'),('O','until'),('O','July'),('O','1965'),('O','in'),('O','San'),('O','Salvador'),('O',','),('O','El'),('O','Salvador'),('O','from'),('O','July'),('O','1965'),('O','until'),('O','September'),('O','1968'),('O','in'),('O','London'),('O',','),('O','England'),('O','from'),('O','September'),('O','1968'),('O','until'),('O','January'),('O','1970'),('O','in'),('O','Jakarta'),('O',','),('O','Indonesia'),('O','from'),('O','January'),('O','1970'),('O','until'),('O','March'),('O','1972'),('O','and'),('O','as'),('O','Chief'),('O','operating'),('O','officer'),('O','('),('O','COO'),('O',')'),('O','of'),('O','Shell'),('O','Chemicals'),('O','in'),('O','Asia'),('O',','),('O','Oceania'),('O','and'),('O','the'),('O','Middle'),('O','East'),('O','from'),('O','March'),('O','1972'),('O','until'),('O','April'),('O','1973'),('O','and'),('O','as'),('O','chief'),('O','operating'),('O','officer'),('O','of'),('O','Shell'),('O','Chemicals'),('O','in'),('O','Europe'),('O','from'),('O','April'),('O','1973'),('O','until'),('O','July'),('O','1976'),('O','.')]",0
"Bolkestein became a Member of the House of Representatives after Henk Koning was appointed as State Secretary for the Interior in the Cabinet Van Agt – Wiegel after the election of 1977 , taking office on 16 January 1978 .","[('O','Bolkestein'),('O','became'),('O','a'),('O','Member'),('O','of'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','after'),('O','Henk'),('O','Koning'),('O','was'),('O','appointed'),('O','as'),('O','State'),('O','Secretary'),('O','for'),('O','the'),('O','Interior'),('O','in'),('O','the'),('O','Cabinet'),('O','Van'),('O','Agt'),('O','–'),('O','Wiegel'),('O','after'),('O','the'),('O','election'),('O','of'),('O','1977'),('O',','),('O','taking'),('O','office'),('O','on'),('O','16'),('O','January'),('O','1978'),('O','.')]",0
"After the election of 1982 Bolkestein was appointed as State Secretary for Economic Affairs in the Cabinets Lubbers I , taking office on 5 November 1982 .","[('O','After'),('O','the'),('O','election'),('O','of'),('O','1982'),('O','Bolkestein'),('O','was'),('O','appointed'),('O','as'),('O','State'),('O','Secretary'),('O','for'),('O','Economic'),('O','Affairs'),('O','in'),('O','the'),('O','Cabinets'),('O','Lubbers'),('O','I'),('O',','),('O','taking'),('O','office'),('O','on'),('O','5'),('O','November'),('O','1982'),('O','.')]",0
"After the election of 1986 Bolkestein returned as a Member of the House of Representatives , taking office on 3 June 1986 .","[('O','After'),('O','the'),('O','election'),('O','of'),('O','1986'),('O','Bolkestein'),('O','returned'),('O','as'),('O','a'),('O','Member'),('O','of'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O',','),('O','taking'),('O','office'),('O','on'),('O','3'),('O','June'),('O','1986'),('O','.')]",0
"Following the cabinet formation of 1986 Bolkestein was not giving a cabinet post in the new cabinet , the Cabinet Lubbers I was replaced by the Cabinet Lubbers II on 14 July 1986 and he continued to serve in the House of Representatives as a frontbencher .","[('O','Following'),('O','the'),('O','cabinet'),('O','formation'),('O','of'),('O','1986'),('O','Bolkestein'),('O','was'),('O','not'),('O','giving'),('O','a'),('O','cabinet'),('O','post'),('O','in'),('O','the'),('O','new'),('O','cabinet'),('O',','),('O','the'),('O','Cabinet'),('O','Lubbers'),('O','I'),('O','was'),('O','replaced'),('O','by'),('O','the'),('O','Cabinet'),('O','Lubbers'),('O','II'),('O','on'),('O','14'),('O','July'),('O','1986'),('O','and'),('O','he'),('O','continued'),('O','to'),('O','serve'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','as'),('O','a'),('O','frontbencher'),('O','.')]",0
"Bolkestein was appointed as Minister of Defence in the Cabinet Lubbers II following the resignation of Wim van Eekelen , taking office on 24 September 1988 .","[('O','Bolkestein'),('O','was'),('O','appointed'),('O','as'),('O','Minister'),('O','of'),('O','Defence'),('O','in'),('O','the'),('O','Cabinet'),('O','Lubbers'),('O','II'),('O','following'),('O','the'),('O','resignation'),('O','of'),('O','Wim'),('O','van'),('O','Eekelen'),('O',','),('O','taking'),('O','office'),('O','on'),('O','24'),('O','September'),('O','1988'),('O','.')]",0
"After the election of 1989 Bolkestein returned as a Member of the House of Representatives , taking office on 14 September 1989 .","[('O','After'),('O','the'),('O','election'),('O','of'),('O','1989'),('O','Bolkestein'),('O','returned'),('O','as'),('O','a'),('O','Member'),('O','of'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O',','),('O','taking'),('O','office'),('O','on'),('O','14'),('O','September'),('O','1989'),('O','.')]",0
The Cabinet Lubbers II was replaced by the Cabinet Lubbers III following the cabinet formation of 1989 on 7 November 1989 .,"[('O','The'),('O','Cabinet'),('O','Lubbers'),('O','II'),('O','was'),('O','replaced'),('O','by'),('O','the'),('O','Cabinet'),('O','Lubbers'),('O','III'),('O','following'),('O','the'),('O','cabinet'),('O','formation'),('O','of'),('O','1989'),('O','on'),('O','7'),('O','November'),('O','1989'),('O','.')]",0
After the Leader of the People 's Party for Freedom and Democracy and Parliamentary leader of the People 's Party for Freedom and Democracy in the House of Representatives,"[('O','After'),('O','the'),('O','Leader'),('O','of'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','and'),('O','Parliamentary'),('O','leader'),('O','of'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives')]",0
"Joris Voorhoeve announced he was stepping down as Leader and Parliamentary leader in the House of Representatives following the defeat in the election , Bolkestein announced his candidacy to succeed Voorhoeve and was subsequently elected as Leader of the People 's Party for Freedom and Democracy and Parliamentary leader in the House of Representatives , taking office on 30 April 1990 .","[('O','Joris'),('O','Voorhoeve'),('O','announced'),('O','he'),('O','was'),('O','stepping'),('O','down'),('O','as'),('O','Leader'),('O','and'),('O','Parliamentary'),('O','leader'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','following'),('O','the'),('O','defeat'),('O','in'),('O','the'),('O','election'),('O',','),('O','Bolkestein'),('O','announced'),('O','his'),('O','candidacy'),('O','to'),('O','succeed'),('O','Voorhoeve'),('O','and'),('O','was'),('O','subsequently'),('O','elected'),('O','as'),('O','Leader'),('O','of'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','and'),('O','Parliamentary'),('O','leader'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O',','),('O','taking'),('O','office'),('O','on'),('O','30'),('O','April'),('O','1990'),('O','.')]",0
For the election of 1994 Bolkestein served as Lijsttrekker ( top candidate ) .,"[('O','For'),('O','the'),('O','election'),('O','of'),('O','1994'),('O','Bolkestein'),('O','served'),('O','as'),('O','Lijsttrekker'),('O','('),('O','top'),('O','candidate'),('O',')'),('O','.')]",0
"The People 's Party for Freedom and Democracy made a large win , gaining 9 seats and now had 33 seats in the House of Representatives .","[('O','The'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','made'),('O','a'),('O','large'),('O','win'),('O',','),('O','gaining'),('O','9'),('O','seats'),('O','and'),('O','now'),('O','had'),('O','33'),('O','seats'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','.')]",0
"The following cabinet formation of 1994 resulted in a coalition agreement between the People 's Party for Freedom and Democracy , the Labour Party ( PvdA ) and the Democrats 66 ( D66 ) which formed the Cabinet Kok I with Bolkestein opting to remain in the House of Representatives instead of accepting a cabinet post in the new cabinet and he continued to serve in the House of Representatives as Parliamentary leader .","[('O','The'),('O','following'),('O','cabinet'),('O','formation'),('O','of'),('O','1994'),('O','resulted'),('O','in'),('O','a'),('O','coalition'),('O','agreement'),('O','between'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O',','),('O','the'),('O','Labour'),('O','Party'),('O','('),('O','PvdA'),('O',')'),('O','and'),('O','the'),('O','Democrats'),('O','66'),('O','('),('O','D66'),('O',')'),('O','which'),('O','formed'),('O','the'),('O','Cabinet'),('O','Kok'),('O','I'),('O','with'),('O','Bolkestein'),('O','opting'),('O','to'),('O','remain'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','instead'),('O','of'),('O','accepting'),('O','a'),('O','cabinet'),('O','post'),('O','in'),('O','the'),('O','new'),('O','cabinet'),('O','and'),('O','he'),('O','continued'),('O','to'),('O','serve'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','as'),('O','Parliamentary'),('O','leader'),('O','.')]",0
Bolkestein also served as President of the Liberal International from 15 April 1996 until 18 April 2000 .,"[('O','Bolkestein'),('O','also'),('O','served'),('O','as'),('O','President'),('O','of'),('O','the'),('O','Liberal'),('O','International'),('O','from'),('O','15'),('O','April'),('O','1996'),('O','until'),('O','18'),('O','April'),('O','2000'),('O','.')]",0
For the election of 1998 Bolkestein again served as Lijsttrekker ( top candidate ) .,"[('O','For'),('O','the'),('O','election'),('O','of'),('O','1998'),('O','Bolkestein'),('O','again'),('O','served'),('O','as'),('O','Lijsttrekker'),('O','('),('O','top'),('O','candidate'),('O',')'),('O','.')]",0
"The People 's Party for Freedom and Democracy made a another large win , gaining 7 seats and became the second largest party for the first time and now had 38 seats in the House of Representatives .","[('O','The'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O','made'),('O','a'),('O','another'),('O','large'),('O','win'),('O',','),('O','gaining'),('O','7'),('O','seats'),('O','and'),('O','became'),('O','the'),('O','second'),('O','largest'),('O','party'),('O','for'),('B-SP','the'),('I-SP','first'),('I-SP','time'),('O','and'),('O','now'),('O','had'),('O','38'),('O','seats'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','.')]",0
On 30 July 1998 shortly after the election Bolkestein announced he was stepping down as Leader and Parliamentary leader but continued to serve in the House of Representatives as a backbencher .,"[('O','On'),('O','30'),('O','July'),('O','1998'),('O','shortly'),('O','after'),('O','the'),('O','election'),('O','Bolkestein'),('O','announced'),('O','he'),('O','was'),('O','stepping'),('O','down'),('O','as'),('O','Leader'),('O','and'),('O','Parliamentary'),('O','leader'),('O','but'),('O','continued'),('O','to'),('O','serve'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','as'),('O','a'),('O','backbencher'),('O','.')]",0
"The following cabinet formation of 1998 resulted in a continuation of the coalition agreement between the People 's Party for Freedom and Democracy , the Labour Party and the Democrats 66 which formed the Cabinet Kok II with Bolkestein again opting to remain in the House of Representatives instead of accepting a cabinet post in the new cabinet .","[('O','The'),('O','following'),('O','cabinet'),('O','formation'),('O','of'),('O','1998'),('O','resulted'),('O','in'),('O','a'),('O','continuation'),('O','of'),('O','the'),('O','coalition'),('O','agreement'),('O','between'),('O','the'),('O','People'),('O',''s'),('O','Party'),('O','for'),('O','Freedom'),('O','and'),('O','Democracy'),('O',','),('O','the'),('O','Labour'),('O','Party'),('O','and'),('O','the'),('O','Democrats'),('O','66'),('O','which'),('O','formed'),('O','the'),('O','Cabinet'),('O','Kok'),('O','II'),('O','with'),('O','Bolkestein'),('O','again'),('O','opting'),('O','to'),('O','remain'),('O','in'),('O','the'),('O','House'),('O','of'),('O','Representatives'),('O','instead'),('O','of'),('O','accepting'),('O','a'),('O','cabinet'),('O','post'),('O','in'),('O','the'),('O','new'),('O','cabinet'),('O','.')]",0
In August 1999 Bolkestein was nominated as the next European Commissioner from the Netherlands .,"[('O','In'),('O','August'),('O','1999'),('O','Bolkestein'),('O','was'),('O','nominated'),('O','as'),('O','the'),('O','next'),('O','European'),('O','Commissioner'),('O','from'),('O','the'),('O','Netherlands'),('O','.')]",0
